satisfaccion,evaluacion,proyectos,promedio_horas_mes,semestre,accidente,renunciar,ascenso_5years,departamento,salario
7.8,4.9,4,222,2,0,0,0,mercadotecnia,medio
9.5,7.6,3,236,2,1,0,0,ventas,medio
6.8,6.7,4,135,2,0,0,0,contabilidad,medio
8.2,9.7,5,235,3,0,0,0,soporte,medio
9,6.9,4,274,2,0,0,0,mantenimiento,medio
5.9,9.9,3,235,2,0,0,0,administración,medio
6.6,5.7,3,169,4,1,0,0,mercadotecnia,medio
6.3,5.6,5,286,4,0,0,0,mercadotecnia,medio
7.3,7.8,3,166,2,0,0,0,mercadotecnia,medio
6.3,9.3,3,236,4,0,0,0,ventas,alto
8.7,6.2,5,197,2,0,0,0,ventas,bajo
6.2,8.7,6,169,2,1,0,0,ventas,medio
5.3,9,3,210,3,0,0,0,ventas,medio
9.4,8.3,4,156,2,0,0,0,ventas,medio
9.4,5.5,5,231,2,0,0,0,ventas,medio
5.5,6.4,3,101,2,1,0,0,ventas,medio
5.8,7.2,4,259,3,0,0,0,ventas,medio
9.8,8.8,5,203,5,1,0,0,ventas,medio
7.4,7.6,5,255,4,0,0,0,ventas,medio
6.5,4.8,3,131,3,1,0,0,ventas,medio
9.7,7.9,2,272,2,0,0,0,ventas,medio
5.8,7.5,4,253,2,0,0,0,ventas,bajo
4.9,7.7,2,254,2,0,0,0,ventas,bajo
6.9,9.8,3,214,2,0,0,0,ventas,bajo
5.5,4.9,5,195,3,0,0,0,ventas,bajo
6.5,8.9,4,240,3,0,0,0,ventas,bajo
8.7,4.9,4,149,2,0,0,0,ventas,bajo
1.2,7,4,276,4,0,0,0,ventas,bajo
6.5,8.4,4,247,4,0,0,0,contabilidad,alto
2.3,6.6,4,212,4,1,0,0,contabilidad,bajo
6.2,7.7,4,256,3,0,0,0,contabilidad,alto
8.6,7.2,4,178,2,0,0,0,recursos humanos,alto
8.5,6,4,255,4,0,0,0,recursos humanos,bajo
7.4,7.6,3,224,2,0,0,0,recursos humanos,bajo
5.3,7.6,2,204,4,0,0,0,recursos humanos,alto
9.9,4.4,6,104,6,0,0,0,mantenimiento,bajo
4.8,8.1,5,113,3,0,0,0,mantenimiento,medio
7.2,7.4,3,243,2,0,0,0,mantenimiento,alto
7.6,7.2,3,242,5,1,0,0,mantenimiento,medio
4.1,7,4,177,3,0,0,0,mantenimiento,medio
8.5,8.8,3,235,2,0,0,0,mantenimiento,medio
6.2,4.9,4,175,3,0,0,0,mantenimiento,medio
1.6,7.8,4,280,6,0,0,0,mantenimiento,alto
5.8,6.1,3,205,2,0,0,0,mantenimiento,medio
7.3,9.5,4,243,3,0,0,0,mantenimiento,medio
2.8,7.6,3,150,2,0,0,0,mantenimiento,medio
7.7,6.1,4,178,2,1,0,0,soporte,alto
8.5,8.6,3,231,3,0,0,0,soporte,medio
5.6,7.6,3,134,2,0,0,0,soporte,alto
8.1,10,5,143,2,0,0,0,soporte,bajo
8.3,8.7,3,156,3,0,0,0,soporte,medio
4.9,4.8,4,249,3,0,0,0,soporte,medio
8.1,9.7,3,247,3,0,0,0,soporte,medio
5.6,9.2,5,222,4,0,0,0,soporte,medio
7.7,8.3,3,160,3,0,0,0,soporte,bajo
7.3,5,4,224,4,1,0,0,soporte,bajo
9.5,7.2,4,235,2,0,0,0,soporte,bajo
6.9,6.8,5,167,3,0,0,0,mantenimiento,bajo
7.9,8.9,3,104,4,0,0,0,mantenimiento,bajo
6.3,5.7,5,160,2,0,0,0,mantenimiento,bajo
8,7.9,4,168,3,0,0,0,administración,bajo
6.4,6.1,2,153,2,0,0,0,informática,bajo
9.2,9,4,249,3,0,0,0,informática,bajo
9.6,7.5,4,177,2,0,0,0,informática,bajo
5.6,8.5,3,225,3,0,0,0,informática,alto
3.7,6.1,3,186,2,0,0,0,informática,bajo
5,8.2,3,133,2,1,0,0,desarrollo de producto,bajo
4.9,5.8,4,213,4,1,0,0,desarrollo de producto,bajo
10,7.3,3,245,2,1,0,0,desarrollo de producto,bajo
8.2,7.5,5,160,3,1,0,0,desarrollo de producto,alto
5.2,5.4,4,212,3,0,0,0,informática,bajo
7.6,9.6,4,135,3,1,0,1,Investigación,bajo
2,5.3,3,149,4,0,0,1,Investigación,bajo
6,9,4,178,3,0,0,1,Investigación,alto
6.9,9,6,224,4,0,0,1,Investigación,bajo
9.3,5.1,3,196,2,0,0,1,Investigación,medio
7,6.4,4,178,3,1,0,1,mercadotecnia,alto
5.6,5.4,4,191,2,1,0,1,ventas,medio
9.7,6.1,4,167,3,0,0,1,contabilidad,alto
2.4,6.5,6,275,5,1,0,1,soporte,medio
8.3,9.1,3,168,3,0,0,1,mantenimiento,medio
5.5,8.5,3,152,2,0,0,1,administración,medio
6.8,9.9,3,263,3,1,0,1,mercadotecnia,medio
4.8,5.3,3,113,4,0,0,0,mercadotecnia,medio
7.5,9.5,3,253,3,0,0,0,mercadotecnia,medio
6.1,5,4,271,3,1,0,0,ventas,medio
5,7.4,4,165,2,1,0,0,ventas,medio
7.8,5.4,5,257,3,0,0,0,ventas,alto
6.1,6.8,4,244,3,0,0,0,ventas,bajo
4.8,5,4,179,3,0,0,0,ventas,medio
9.3,9.2,3,248,2,0,0,0,ventas,medio
7.8,5.8,3,224,2,0,0,0,ventas,medio
9.2,9.9,5,236,4,0,0,0,ventas,medio
7.1,9.8,5,213,3,0,0,0,ventas,medio
1.5,4.2,4,238,3,0,0,0,ventas,medio
1.4,8.3,5,153,5,1,0,0,ventas,medio
5.6,7.2,4,247,2,0,0,0,ventas,medio
10,8.4,3,154,3,0,0,0,ventas,medio
7.7,8.2,3,147,4,0,0,0,ventas,alto
8.6,6.6,3,150,2,0,0,0,ventas,bajo
8.8,9.5,3,137,3,0,0,0,ventas,bajo
8.5,8.4,5,179,3,0,0,0,ventas,bajo
9.5,5.6,5,194,2,0,0,0,ventas,alto
6.5,6.5,4,224,3,0,0,0,ventas,bajo
7,5.5,3,253,2,1,0,0,contabilidad,bajo
6,5.5,3,177,3,1,0,0,contabilidad,bajo
8.4,8.3,3,215,3,0,0,0,contabilidad,alto
2.3,5.9,5,245,5,0,0,0,recursos humanos,bajo
8.9,7.5,3,134,3,0,0,0,recursos humanos,bajo
9.8,9.1,4,273,2,0,0,0,recursos humanos,bajo
8.8,8.3,4,163,3,0,0,0,recursos humanos,bajo
8.7,5.2,3,152,4,0,0,0,mantenimiento,bajo
9.3,9.6,3,268,4,0,0,0,mantenimiento,bajo
1.3,9.5,5,149,2,0,0,0,mantenimiento,bajo
9.9,5.6,6,128,4,0,0,0,mantenimiento,medio
5.2,5.1,3,218,2,1,0,0,mantenimiento,medio
5.8,9.8,3,146,3,0,0,0,mantenimiento,medio
8.5,5.7,5,190,2,1,0,0,mantenimiento,medio
4.1,5.9,2,182,3,0,0,0,mantenimiento,medio
10,8,5,162,3,1,0,0,mantenimiento,medio
6.3,6.4,3,243,3,0,0,0,mantenimiento,medio
6.3,5.8,4,141,3,1,0,0,mantenimiento,medio
6.3,9,3,142,3,0,0,0,soporte,medio
5.9,6.2,3,203,4,0,0,0,soporte,medio
8.8,7.7,4,168,4,0,0,0,soporte,medio
7.2,7,3,149,3,0,0,0,soporte,medio
6.7,8.1,4,168,2,0,0,0,soporte,alto
4.1,5.4,2,190,4,0,0,0,soporte,bajo
3,6.8,3,229,6,0,0,0,soporte,medio
8.3,8.4,3,249,2,0,0,0,soporte,medio
7.3,9.3,4,162,2,1,0,0,soporte,medio
8.7,9,4,163,2,0,0,0,soporte,medio
9.3,7.4,2,169,4,0,0,0,soporte,bajo
9.7,9.1,4,257,3,1,0,0,mantenimiento,bajo
7,5.4,4,150,4,0,0,0,mantenimiento,bajo
6.6,9.5,4,183,3,0,0,0,mantenimiento,bajo
6.2,6.6,3,208,3,0,0,0,administración,bajo
5.6,5.2,4,158,2,0,0,0,informática,bajo
3.2,7.2,2,240,5,0,0,0,informática,bajo
5.5,8.1,5,251,3,0,0,0,informática,bajo
6.9,9.1,5,205,2,0,0,0,informática,bajo
9.1,6.3,4,226,3,1,0,0,informática,bajo
3.3,8.2,5,249,6,0,0,0,desarrollo de producto,bajo
3.7,7.4,2,197,3,0,0,0,desarrollo de producto,bajo
9.5,5.7,5,216,3,0,0,0,desarrollo de producto,bajo
1.7,9.1,4,260,5,0,0,0,desarrollo de producto,bajo
9.5,5.3,4,263,3,0,0,0,informática,bajo
2.7,6.9,2,177,5,0,0,0,Investigación,bajo
9.1,9.5,4,171,3,0,0,0,Investigación,bajo
4.9,6.1,3,148,2,1,0,0,Investigación,bajo
6,5.6,4,138,3,0,0,0,Investigación,bajo
5.2,5.7,4,183,3,0,0,0,Investigación,bajo
5.4,6.5,3,202,3,0,0,0,mercadotecnia,bajo
8.6,5.3,4,160,2,1,0,0,ventas,medio
7.8,8.7,4,264,3,0,0,0,contabilidad,medio
6,8.1,4,245,3,1,0,0,soporte,medio
1.5,9.1,2,207,3,0,0,0,mantenimiento,medio
7.2,9.2,3,225,3,0,0,0,administración,medio
9.4,8.5,4,236,2,0,0,0,mercadotecnia,medio
9.2,5.6,4,170,3,0,0,0,mercadotecnia,medio
6,8.8,3,261,3,1,0,0,mercadotecnia,medio
4.1,6.8,4,273,3,0,0,0,ventas,medio
5,4.3,3,184,2,0,0,0,ventas,medio
8,9.1,3,202,2,0,0,0,ventas,medio
6.7,8.3,4,195,3,0,0,0,ventas,medio
7.1,8.8,4,266,3,0,0,0,ventas,alto
6.6,8.5,3,266,5,0,0,0,ventas,bajo
7.7,7.4,5,263,2,0,0,0,ventas,medio
6.2,5.4,3,142,2,0,0,0,ventas,medio
9.5,5.3,4,162,3,0,0,0,ventas,medio
8.9,7.5,5,258,2,0,0,0,ventas,medio
7.4,8.3,4,170,2,0,0,0,ventas,bajo
1.9,8,4,249,5,0,0,0,ventas,bajo
8.3,7.7,3,171,3,0,0,0,ventas,bajo
5.3,6.4,2,177,4,0,0,0,ventas,bajo
9.8,7.5,5,188,2,0,0,0,ventas,bajo
7.4,9.9,5,146,2,0,0,0,ventas,bajo
2.2,8.8,5,154,5,0,0,0,ventas,bajo
7.6,6.8,4,204,3,1,0,0,ventas,bajo
8.9,9.1,5,224,3,1,0,0,ventas,bajo
5,8.4,3,156,4,0,0,0,contabilidad,bajo
1.7,8.2,6,259,4,0,0,0,contabilidad,bajo
4.6,3.8,6,165,3,0,0,0,contabilidad,bajo
6.8,7.8,3,264,3,0,0,0,recursos humanos,bajo
7.7,8.6,4,215,2,0,0,0,recursos humanos,bajo
6.8,8.3,3,133,3,0,0,0,recursos humanos,bajo
1.5,7,4,220,4,0,0,0,recursos humanos,bajo
7,9.8,4,176,5,0,0,0,mantenimiento,bajo
6.6,9.6,4,103,2,0,0,0,mantenimiento,bajo
5.4,5.2,5,155,3,0,0,0,mantenimiento,bajo
5.7,5.7,4,141,3,0,0,0,mantenimiento,bajo
7.8,5.8,3,150,3,1,0,0,mantenimiento,bajo
1.4,8.3,5,171,6,0,0,0,mantenimiento,medio
7.3,8.6,4,179,3,0,0,0,mantenimiento,medio
6.5,9.7,4,145,2,0,0,0,mantenimiento,medio
3.1,5.9,3,176,3,0,0,0,mantenimiento,medio
7.7,5.5,2,172,2,0,0,0,mantenimiento,medio
6.8,8.5,3,243,4,0,0,0,mantenimiento,medio
7.9,6.9,4,209,2,0,0,0,soporte,medio
9.2,6.2,4,196,3,0,0,0,soporte,medio
7.7,9.6,6,225,4,0,0,0,soporte,medio
4.8,8.9,3,261,2,0,0,0,soporte,medio
6.3,6.6,4,157,2,0,0,0,soporte,medio
9.2,4.9,5,259,3,1,0,0,soporte,medio
5,8.5,4,224,6,0,0,0,soporte,alto
5.2,9.1,5,193,2,0,0,0,soporte,bajo
7.3,7.9,4,157,3,0,0,0,soporte,medio
9.9,8.7,4,223,3,0,0,0,soporte,medio
9.1,9.9,3,188,3,1,0,0,soporte,medio
8.5,7.9,3,217,2,0,0,0,mantenimiento,medio
9.5,6.9,4,207,2,1,0,0,mantenimiento,bajo
6.7,8.5,3,153,4,0,0,0,mantenimiento,bajo
8.6,5.5,3,269,2,0,0,0,administración,bajo
7.1,5.4,4,198,3,0,0,0,informática,bajo
9.9,9.5,4,102,5,0,0,0,informática,bajo
5.7,6.1,3,167,2,1,0,0,informática,bajo
9.8,7.2,3,252,2,0,0,0,informática,bajo
6.2,5.8,3,192,2,0,0,0,informática,bajo
7.4,7.9,5,237,4,0,0,0,desarrollo de producto,bajo
7,6,4,158,3,0,0,0,desarrollo de producto,bajo
8,9.3,3,260,3,0,0,0,desarrollo de producto,bajo
6.5,6.9,4,153,3,0,0,0,desarrollo de producto,bajo
5.3,5.2,3,233,4,0,0,0,informática,bajo
4.3,6.2,2,180,3,0,0,0,Investigación,bajo
5.9,6.5,4,163,3,1,0,0,Investigación,bajo
1.6,9.6,6,211,6,1,0,0,Investigación,bajo
8.4,8,3,151,3,1,0,0,Investigación,bajo
7.8,9.5,3,249,4,0,0,0,Investigación,bajo
6.6,9.1,5,199,3,1,0,0,mercadotecnia,bajo
7,7.4,4,247,2,0,0,0,ventas,bajo
7.3,6.3,4,174,3,0,0,0,contabilidad,bajo
6.5,8.8,4,268,4,0,0,0,soporte,medio
7.9,5.9,5,197,4,0,0,0,mantenimiento,medio
5.7,6.8,4,154,3,1,0,0,administración,medio
2.4,5.8,5,279,4,0,0,0,mercadotecnia,medio
9.5,7.8,3,204,2,1,0,0,mercadotecnia,medio
3.8,5.4,2,112,3,0,0,0,mercadotecnia,medio
9,7.8,4,261,2,1,0,0,ventas,medio
5,4,3,180,4,0,0,0,ventas,medio
6.8,6.1,3,261,5,0,0,0,ventas,medio
5,7.8,6,138,3,0,0,0,ventas,medio
8.5,8.1,4,164,4,0,0,0,ventas,medio
9.5,5.2,3,144,3,0,0,0,ventas,medio
9.2,9.2,3,244,2,0,0,0,ventas,alto
8.3,8.7,5,233,3,0,0,0,ventas,bajo
9,7.8,4,225,2,1,0,0,ventas,medio
2.1,7.7,6,215,4,0,0,0,ventas,medio
9.4,8.6,3,223,4,0,0,0,ventas,medio
7,8.5,4,232,3,0,0,0,ventas,medio
5.4,7.6,3,157,4,0,0,0,ventas,bajo
7.7,6.5,4,268,3,0,0,0,ventas,bajo
6.2,4.9,3,158,2,0,0,0,ventas,bajo
9.3,5.5,5,222,2,0,0,0,ventas,bajo
8.1,8.6,3,210,3,0,0,0,ventas,bajo
9.9,7.9,4,133,2,0,0,0,ventas,bajo
7.8,4.9,3,224,3,0,0,0,ventas,bajo
6.6,6.3,5,264,5,0,0,0,contabilidad,bajo
9,7.2,5,237,2,0,0,0,contabilidad,bajo
7.4,5.3,5,141,2,0,0,0,contabilidad,bajo
6.5,7.8,4,238,5,1,0,0,recursos humanos,bajo
9.9,5.2,4,167,3,0,0,0,recursos humanos,bajo
8.3,7.2,4,161,3,0,0,0,recursos humanos,bajo
6,8.2,4,194,3,0,0,0,recursos humanos,bajo
5.5,9.3,3,217,3,1,0,0,mantenimiento,bajo
9.6,7.1,3,170,3,0,0,0,mantenimiento,bajo
8.3,9.4,4,243,3,0,0,0,mantenimiento,bajo
9.5,7,4,267,3,1,0,0,mantenimiento,bajo
7.7,8.8,2,169,3,0,0,0,mantenimiento,medio
8.3,9.5,3,255,3,0,0,0,mantenimiento,medio
8.7,5.4,4,211,3,0,0,0,mantenimiento,medio
6.9,4.9,3,198,4,0,0,0,mantenimiento,medio
6.7,5.8,3,246,3,0,0,0,mantenimiento,medio
5.5,4.9,3,146,2,0,0,0,mantenimiento,medio
5.5,8.2,4,134,6,0,0,0,mantenimiento,medio
3.9,4.8,3,169,3,0,0,0,soporte,medio
5.1,9.3,5,232,3,0,0,0,soporte,medio
3.9,3.8,2,106,3,1,0,0,soporte,medio
9.6,9.3,4,260,3,0,0,0,soporte,medio
6.8,8.1,3,232,2,0,0,0,soporte,medio
6.7,7.1,4,173,3,0,0,0,soporte,alto
6.8,4.4,5,152,5,0,0,0,soporte,bajo
5.6,5.8,3,173,3,0,0,0,soporte,medio
9,7,3,274,3,0,0,0,soporte,medio
6.9,5.9,3,233,3,0,0,0,soporte,medio
9.9,7.1,4,232,3,0,0,0,soporte,medio
4.2,5.9,3,156,2,0,0,0,mantenimiento,bajo
2.8,5.1,3,124,3,0,0,0,mantenimiento,bajo
5.5,6.5,3,207,3,0,0,0,mantenimiento,bajo
9.1,5.3,3,273,6,0,0,0,administración,bajo
5.3,9.8,3,219,4,0,0,0,informática,bajo
8.7,7.4,4,207,3,0,0,0,informática,bajo
5.7,6,4,248,4,0,0,0,informática,bajo
5.9,7.7,3,169,3,0,0,0,informática,bajo
7.6,8.9,4,181,3,0,0,0,informática,bajo
5.9,4.2,3,196,3,0,0,0,desarrollo de producto,bajo
5,5.4,3,254,2,0,0,0,desarrollo de producto,bajo
5.5,5.5,4,191,4,0,0,0,desarrollo de producto,bajo
9.2,5.3,3,238,2,0,0,0,desarrollo de producto,bajo
8,5.1,5,196,3,0,0,0,informática,bajo
9.3,6.6,4,228,3,0,0,0,Investigación,bajo
6.7,5.7,4,165,3,0,0,0,Investigación,bajo
7.8,5.5,3,144,2,0,0,0,Investigación,bajo
6.1,7,4,243,3,0,0,0,Investigación,bajo
7.4,8.4,3,206,3,0,0,0,Investigación,bajo
5,4.9,3,180,3,1,0,0,mercadotecnia,bajo
8.4,9.6,3,161,2,1,0,0,ventas,bajo
8.9,5.5,4,196,2,0,0,0,contabilidad,medio
7.7,8.9,5,152,3,0,0,0,soporte,medio
6.4,7.1,3,231,4,0,0,0,mantenimiento,medio
7.7,8.9,2,215,5,1,0,0,administración,medio
7.4,5.8,4,233,4,0,0,0,mercadotecnia,medio
8.8,9.6,4,155,2,0,0,0,mercadotecnia,medio
8.8,9.6,5,182,4,1,0,0,mercadotecnia,medio
8.9,8.8,3,165,4,0,0,0,ventas,medio
7.4,5.9,2,257,4,1,0,0,ventas,medio
6.3,7.4,4,155,2,0,0,0,ventas,medio
6.3,8,4,243,2,0,0,0,ventas,medio
6.8,9.2,2,184,4,0,0,0,ventas,medio
1.4,8.1,4,138,3,1,0,0,ventas,alto
8.6,9.4,5,209,4,0,0,0,ventas,bajo
7.3,5.3,3,205,2,0,0,0,ventas,medio
5.7,5.6,3,191,3,0,0,0,ventas,medio
9.7,7.5,5,270,3,1,0,0,ventas,medio
6.7,3.6,4,97,4,0,0,0,ventas,medio
8.9,7.4,4,174,2,0,0,0,ventas,bajo
8,9.6,5,124,3,0,0,0,ventas,bajo
3,5.1,2,178,3,0,0,0,ventas,bajo
1.4,7.3,5,266,6,0,0,0,ventas,bajo
9.1,8,4,181,3,0,0,0,ventas,bajo
4.9,8.1,4,233,3,0,0,0,ventas,bajo
5.7,6.8,3,254,4,0,0,0,ventas,bajo
5.9,6.2,3,219,3,0,0,0,ventas,bajo
5,7,5,166,2,0,0,0,contabilidad,bajo
6.9,9.7,3,158,2,0,0,0,contabilidad,bajo
8.1,6.8,3,151,3,0,0,0,contabilidad,bajo
7.9,8.2,3,98,3,1,0,0,recursos humanos,bajo
5.5,9.1,4,187,4,1,0,0,recursos humanos,bajo
9.2,6.2,4,266,2,0,0,0,recursos humanos,bajo
9.4,5.9,5,250,3,0,0,0,recursos humanos,bajo
6.7,5.5,5,193,3,0,0,0,mantenimiento,bajo
5.3,9.2,4,223,3,1,0,0,mantenimiento,bajo
7.7,5.9,5,189,5,0,0,0,mantenimiento,bajo
5.7,8.2,5,138,3,0,0,0,mantenimiento,bajo
6.4,9.7,4,268,2,0,0,0,mantenimiento,bajo
3.5,10,6,186,2,0,0,0,mantenimiento,bajo
6.6,7.1,3,136,3,1,0,0,mantenimiento,medio
5.9,8.4,4,245,3,0,0,0,mantenimiento,medio
4.9,9.3,4,184,3,0,0,0,mantenimiento,medio
9.1,9.9,5,152,3,0,0,0,mantenimiento,medio
1.2,6,2,194,4,0,0,0,mantenimiento,medio
7.4,6.8,3,242,5,1,0,0,soporte,medio
8.4,9.4,4,246,2,1,0,0,soporte,medio
5.1,9.9,4,211,3,0,0,0,soporte,medio
9.4,7.1,4,189,3,0,0,0,soporte,medio
7.4,6.6,3,254,2,0,0,0,soporte,medio
5.2,5.4,5,239,3,0,0,0,soporte,medio
3.1,9.2,4,133,6,0,0,0,soporte,medio
7.2,5.9,3,255,2,0,0,0,soporte,alto
9.2,10,3,212,2,0,0,0,soporte,bajo
5.6,6.4,3,270,3,0,0,0,soporte,medio
7.6,4.5,5,177,6,0,0,0,soporte,medio
5.9,9,4,261,4,0,0,0,mantenimiento,medio
5,7.4,3,220,3,0,0,0,mantenimiento,medio
8.8,7.2,2,144,4,1,0,0,mantenimiento,bajo
8.6,4.9,4,274,2,0,0,0,administración,bajo
6.6,9.9,4,195,3,0,0,0,informática,bajo
7,6.9,4,158,3,0,0,0,informática,bajo
9.8,9.3,5,145,4,0,0,0,informática,bajo
6.1,7.3,3,165,3,1,0,0,informática,bajo
5.7,6.6,4,270,2,0,0,0,informática,bajo
8.4,9.1,5,208,3,0,0,0,desarrollo de producto,bajo
7.6,4,2,245,5,0,0,0,desarrollo de producto,medio
6.4,9.9,4,180,4,0,0,0,desarrollo de producto,medio
8.7,7,5,225,3,0,0,0,desarrollo de producto,medio
6.2,6.9,3,261,2,0,0,0,informática,medio
1.6,9.9,3,213,6,1,0,1,Investigación,medio
8.3,8.7,3,230,3,0,0,1,Investigación,medio
3.6,5.9,2,198,2,0,0,1,Investigación,medio
4.7,5.1,6,190,5,0,0,1,Investigación,medio
5.4,5.1,4,137,4,0,0,1,Investigación,medio
8.3,8.3,3,186,3,1,0,1,mercadotecnia,medio
9.6,6.8,4,137,2,0,0,1,ventas,medio
9.1,7.4,5,192,3,0,0,1,contabilidad,medio
5.6,5.9,4,164,3,0,0,1,soporte,medio
7.3,6.6,6,195,3,0,0,1,mantenimiento,medio
9.7,6.3,4,151,3,0,0,1,administración,medio
7.5,7.4,5,231,3,0,0,1,mercadotecnia,medio
4.9,7.6,3,257,2,1,0,0,mercadotecnia,medio
5.7,9.4,4,257,3,0,0,0,mercadotecnia,medio
4.1,5.8,5,274,2,1,0,0,ventas,medio
5.3,7,3,138,2,0,0,0,ventas,medio
9.3,6,4,184,3,0,0,0,ventas,medio
5.8,9,3,151,3,0,0,0,ventas,medio
6,5.4,3,265,3,1,0,0,ventas,medio
7.4,8,4,241,2,0,0,0,ventas,medio
6.2,5.2,3,148,3,0,0,0,ventas,medio
7,7.6,5,165,3,0,0,0,ventas,medio
9.3,7.5,3,243,2,0,0,0,ventas,medio
7.5,9,4,197,2,0,0,0,ventas,medio
9.5,4.8,5,214,6,1,0,1,ventas,medio
4.3,9.8,4,164,3,0,0,1,ventas,medio
7.7,5.8,4,243,4,1,0,1,ventas,medio
6.7,10,4,145,3,1,0,1,ventas,medio
5.1,7.2,4,163,4,0,0,1,ventas,medio
9.4,5.3,5,257,2,0,0,1,ventas,medio
9,8.5,3,253,3,0,0,0,ventas,medio
8,7.8,4,234,3,0,0,0,ventas,medio
3.4,8.9,5,266,6,0,0,0,ventas,medio
4.5,5.3,3,181,4,1,0,0,contabilidad,bajo
9.7,6.6,4,193,4,0,0,0,contabilidad,bajo
5,4.8,3,163,4,0,0,0,contabilidad,bajo
8.9,6.2,5,144,2,0,0,0,recursos humanos,bajo
7.6,5,4,245,3,0,0,0,recursos humanos,bajo
6.6,8.4,4,197,2,0,0,0,recursos humanos,bajo
7.4,6.3,3,180,2,0,0,0,recursos humanos,bajo
6.9,7.4,4,237,3,0,0,0,mantenimiento,bajo
5.9,5.7,2,170,3,0,0,0,mantenimiento,bajo
10,8.5,3,150,3,0,0,0,mantenimiento,bajo
6.1,7.5,2,100,4,0,0,0,mantenimiento,bajo
9.8,4.2,5,226,3,0,0,0,mantenimiento,bajo
5.9,7.1,5,222,3,0,0,0,mantenimiento,bajo
2.2,6.9,4,182,6,0,0,0,mantenimiento,bajo
7.1,9.5,3,150,2,0,0,0,mantenimiento,bajo
8.6,5.3,4,244,3,0,0,0,mantenimiento,medio
6.5,5.9,5,271,3,0,0,0,mantenimiento,medio
9.3,6.7,5,167,3,0,0,0,mantenimiento,medio
4.9,6.9,2,128,2,0,0,0,soporte,medio
7.8,7.7,3,149,4,1,0,0,soporte,medio
6.2,7,4,141,4,0,0,0,soporte,medio
7.2,6.3,3,149,2,0,0,0,soporte,medio
7,5.6,4,107,6,0,0,0,soporte,medio
5.4,9.3,5,189,2,0,0,0,soporte,medio
6.1,9.5,4,169,4,0,0,0,soporte,medio
8.4,9.5,4,208,3,1,0,0,soporte,medio
8,5.8,3,197,3,0,0,0,soporte,medio
5.8,5,4,225,3,0,0,0,soporte,alto
9.7,8.7,2,175,6,0,0,0,soporte,alto
9.2,5.5,3,172,2,0,0,0,mantenimiento,alto
9.6,5.1,3,237,4,0,0,0,mantenimiento,alto
7.3,8.7,4,155,3,1,0,0,mantenimiento,alto
7.3,7.1,4,148,3,0,0,0,administración,alto
5.3,8.3,4,246,3,0,0,0,informática,alto
1.7,8.2,5,193,5,0,0,0,informática,alto
7.5,7.6,5,175,4,0,0,0,informática,bajo
7.6,4.4,3,121,4,0,0,0,informática,bajo
7.6,7.7,4,223,3,0,0,0,informática,bajo
9.2,5.5,3,259,3,0,0,0,desarrollo de producto,bajo
8.2,8.8,4,171,2,0,0,0,desarrollo de producto,bajo
3.8,5,2,170,3,0,0,0,desarrollo de producto,bajo
4.9,7.2,4,246,3,0,0,0,desarrollo de producto,bajo
5.3,8,3,175,3,0,0,0,informática,bajo
5.6,5.9,3,185,2,0,0,0,Investigación,medio
6.9,9.8,3,168,2,0,0,0,Investigación,medio
6.2,9.9,4,171,3,0,0,0,Investigación,medio
7.1,7.6,3,201,2,0,0,0,Investigación,medio
5.2,10,4,148,3,0,0,0,Investigación,medio
2,5.3,6,189,4,0,0,0,mercadotecnia,medio
9.3,6.1,3,166,3,0,0,0,ventas,medio
7.4,8.1,4,150,2,0,0,0,contabilidad,medio
7.8,4.5,3,253,6,0,0,1,soporte,medio
8.5,7.9,3,243,2,0,0,1,mantenimiento,medio
7.9,5.6,5,250,2,1,0,1,administración,medio
9.2,9.1,3,228,2,0,0,1,mercadotecnia,medio
5.8,9.7,3,186,3,0,0,1,mercadotecnia,medio
6.8,7.2,3,213,3,0,0,1,mercadotecnia,medio
9,6.7,4,233,3,0,0,1,ventas,medio
6.7,7.1,5,265,2,0,0,1,ventas,medio
7.9,7.3,4,226,3,0,0,0,ventas,medio
2.3,4.8,5,221,6,0,0,0,ventas,medio
9.8,9.9,3,253,4,0,0,0,ventas,medio
8,7.5,3,134,4,0,0,0,ventas,medio
7.7,8.4,3,188,4,0,0,0,ventas,medio
10,9.1,3,160,4,0,0,0,ventas,medio
6,9.2,4,164,4,0,0,0,ventas,medio
4.9,5.4,6,214,3,0,0,0,ventas,alto
9.1,9.9,5,228,4,1,0,0,ventas,bajo
9.7,5.2,5,149,3,1,0,0,ventas,medio
7.1,7.6,3,175,2,0,0,0,ventas,medio
6.2,9.1,3,195,3,0,0,0,ventas,medio
6.1,9.2,3,222,4,0,0,0,ventas,medio
2.1,6,5,249,4,0,0,0,ventas,medio
6.4,9.7,2,226,3,1,0,0,ventas,medio
6.1,6.5,2,117,2,1,0,0,ventas,medio
5.8,7.5,4,255,3,0,0,0,ventas,medio
4.1,9,6,155,2,0,0,0,contabilidad,medio
9.8,7.3,5,185,3,0,0,0,contabilidad,medio
5,8.8,4,275,5,0,0,0,contabilidad,bajo
9.8,6.1,3,226,2,0,0,0,recursos humanos,bajo
4,8.5,4,198,2,0,0,0,recursos humanos,bajo
6.3,9.2,2,198,2,0,0,0,recursos humanos,bajo
7.5,5.3,4,251,3,0,0,0,recursos humanos,bajo
8.2,8.4,3,237,2,0,0,0,mantenimiento,bajo
